procurement_event_id,source,tender_reference,title,buyer,country,publication_date,closing_date,matched_iati_identifier,product_family,product_identification_status,product_identification_method,product_identification_confidence,product_evidence_source,product_evidence_reference,product_evidence_excerpt,faram_product_id,product_name,manufacturer_name,principal_status,territory_fit,keyword_evidence,exclusion_evidence,match_confidence,match_status,recommended_action
proc_8e0c13a2e4aa2a71,World Bank,ET-MOH-411996-GO-RFB,"Procurement of Analytical lab. media preparation, heating & shaking plates, incubators, sterilization, vacuum & filtration pump, cold chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",,Ethiopia,2025-05-08,,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00356299,"...old chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_ba396e151ff0e360,World Bank,ET-MOH-411996-GO-RFB,"Procurement of Analytical lab. media preparation, heating & shaking plates, incubators, sterilization, vacuum & filtration pump, cold chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",,Ethiopia,2025-05-08,,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00356310,"...old chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_39b7a144c296181e,World Bank,ET-MOH-411996-GO-RFB,"Procurement of Analytical lab. media preparation, heating & shaking plates, incubators, sterilization, vacuum & filtration pump, cold chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",,Ethiopia,2025-05-08,,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,83.0,NOTICE_TEXT,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00356322,...D7910 Bid/Contract Reference No: ET-MOH-411996-GO-RFB Procurement Method: RFB-Request for Bids Scope of Contract: Centrifuges Notice Version No: 0 Date Notification of Award Issued (YYYY/MM/DD) 2024/12/26 Duration of Contract 90 Day(s) Awa...,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_72824a3951d38938,World Bank,ET-MOH-411996-GO-RFB,"Procurement of Analytical lab. media preparation, heating & shaking plates, incubators, sterilization, vacuum & filtration pump, cold chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",,Ethiopia,2025-05-08,,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00356321,"...old chain, cabinets, fume hood, thermometer, burrete, timer, balance, weighing, facemask tester, tubes, analyzers, centrifuge",FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_3b29200c38d8a05b,World Bank,ET-MOH-412000-GO-RFB,"Procurement of microscope, microplate reader and chromatography equipments",,Ethiopia,2025-05-04,,,Multi-Mode Microplate Reader,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00355558,"Procurement of microscope, microplate reader and chromatography equipments",FARAM-MD-M2E-001,SpectraMax M2e microplate/cuvette reader,Molecular Devices,pending,NO,microplate,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_3b29200c38d8a05b,World Bank,ET-MOH-412000-GO-RFB,"Procurement of microscope, microplate reader and chromatography equipments",,Ethiopia,2025-05-04,,,Multi-Mode Microplate Reader,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00355558,"Procurement of microscope, microplate reader and chromatography equipments",FARAM-MD-ID5E-001,SpectraMax iD5e Multi-Mode Microplate Reader,Molecular Devices,pending,NO,microplate reader,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_009f399a25241aae,World Bank,ET-MOH-412000-GO-RFB,"Procurement of microscope, microplate reader and chromatography equipments",,Ethiopia,2025-05-04,,,Multi-Mode Microplate Reader,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00355559,"Procurement of microscope, microplate reader and chromatography equipments",FARAM-MD-M2E-001,SpectraMax M2e microplate/cuvette reader,Molecular Devices,pending,NO,microplate,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_009f399a25241aae,World Bank,ET-MOH-412000-GO-RFB,"Procurement of microscope, microplate reader and chromatography equipments",,Ethiopia,2025-05-04,,,Multi-Mode Microplate Reader,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00355559,"Procurement of microscope, microplate reader and chromatography equipments",FARAM-MD-ID5E-001,SpectraMax iD5e Multi-Mode Microplate Reader,Molecular Devices,pending,NO,microplate reader,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_ef7712529a787cb1,World Bank,ET-MOH-411992-GO-RFB,"Procurement of Glove visual leak tester, glassware washer, cell bank, pH meter, tube marker, and needle smelter",,Ethiopia,2025-05-02,,,pH Meter,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,86.0,NOTICE_TITLE,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00355301,"Procurement of Glove visual leak tester, glassware washer, cell bank, pH meter, tube marker, and needle smelter",FARAM-HANNA-HI98152-001,Hanna Instruments HI98152 pH meter,Hanna Instruments,pending,NO,pH meter,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_d9fe1698a60cc549,World Bank,ET-MOH-400003-GO-RFB,"Procurement of Hospital furnitures, weighing scales, sterilization, Laboratory, Suction and vacuum equipment",Ethiopian Pharmaceuticals Supply Service (EPSS),Ethiopia,2024-08-01,2024-09-17,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,83.0,NOTICE_TEXT,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00303341,"... 6 Sterilizer - Steam, 40L Each 160 Lot Four: Laboratory equipment CIP (Addis Ababa EPSS Warehouse) 120-150 days 1 Centrifuge - General Purpose, Electrical Each 320 2 Centrifuge - General Purpose, Manual Each 140 3 Microscope - Binocular, L...",FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_78331e18d3bbbdff,World Bank,ET-MOH-400018-GO-RFB,Procurement of Blood testing and Component Separation with supplies and reagents,Ethiopian Pharmaceuticals Supply Service (EPSS),Ethiopia,2024-05-17,2024-07-08,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,83.0,NOTICE_TEXT,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00290439,...2 Apheresis machine with consumables Set 5 CIP (Addis Ababa EPSS Warehouse) 60-90 days 3 Automated Blood component centrifuge with consumable and supply Set 5 CIP (Addis Ababa EPSS Warehouse) 60-90 days 3. Bidding will be conducted through ...,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_8c39ee4430f29d7f,World Bank,ET-MOH-400015-GO-RFB,Procurement of Blood Bank Equipments,Ethiopian Pharmaceuticals Supply Service (EPSS),Ethiopia,2024-04-19,2024-06-20,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,83.0,NOTICE_TEXT,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00285189,...baba EPSS Warehouse) 60-90 days 2 Plasma Freezer Set 79 CIP (Addis Ababa EPSS Warehouse) 60-90 days 3 Refrigerated Centrifuge Set 10 CIP (Addis Ababa EPSS Warehouse) 60-90 days 3. Bidding will be conducted through international competitive ...,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_a1fa5be98d408710,World Bank,SO-BW-457615-GO-RFB,Procurement of Beledweyne PIU Laboratory Equipment,Beledweyne Municipality,Somalia,2024-12-04,2025-01-05,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,83.0,NOTICE_TEXT,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00326496,"... and 20 seconds before burnt. 20Pair 14 Bitumen Extraction Test (Cold extraction Bottle Roller Method, BS 598:102) Centrifuge extractor to BS 598 complete with accessories (1500 grams) (Rated rotation speed 1300~3000r/min Power supply 220VA...",FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
proc_a767633fecf02428,World Bank,SO-DM-427044-GO-RFB,Procurement of laboratory equipment.,Dhusamareeb Municipality,Somalia,2024-08-12,2024-09-10,,Centrifuge,EVIDENCE_BACKED_FAMILY,CONTROLLED_PHRASE_EXACT,83.0,NOTICE_TEXT,https://search.worldbank.org/api/v2/procnotices?format=json&id=OP00304946,"...00℃ and 20 seconds before burnt. 20Pair Bitumen Extraction Test (Cold extraction Bottle Roller Method, BS 598:102) Centrifuge extractor to BS 598 complete with accessories (1500 grams) (Rated rotation speed 1300~3000r/min Power supply 220VA...",FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,pending,NO,centrifuge,,85.0,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,Do not treat as actionable until principal status is confirmed current.
