procurement_line_item_id,procurement_process_id,procurement_release_id,procurement_event_id,source,tender_reference,title,buyer,country,publication_date,closing_date,matched_iati_identifier,procurement_category,line_item_description,product_family,equipment_entity_id,manufacturer_names,manufacturer_entity_ids,manufacturer_match_method,manufacturer_match_confidence,product_evidence,model_evidence,product_name_evidence,manufacturer_evidence,match_confidence,match_status,match_evidence,recommended_action
proc_item_bec8317da61e0b1808ad,proc_process_9d17083f293b30500b92,proc_release_5582abead7112f12216d,proc_98023b770f26f3ff,UNDP,98905,Engagement of a Local Company to provide PR Services for UN Women Serbia,United Nations Development Programme,SERBIA,2026-09-02,2026-09-14,,,Engagement of a Local Company to provide PR Services for UN Women Serbia,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_2fa8e5706ed50633dd9a,proc_process_6cf721646cb352c1016b,proc_release_c25888e8f0f06c58d76e,proc_63ac54dd6598dd0e,UNDP,98904,National Report on Gender Equality Index for Serbia 2026,United Nations Development Programme,SERBIA,2026-09-02,2026-09-16,,,National Report on Gender Equality Index for Serbia 2026,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_39bf4c37e4b5b92bcc8f,proc_process_69c40a510ddb7ef68c81,proc_release_5b38083114a9b8e353e5,proc_451a593fd19067e1,UNDP,UNDP-NGA-01445,"Media firm for Digital Marketing, Engagement and Promotions (NJFP)",United Nations Development Programme,NIGERIA,2026-09-02,2026-09-12,,,"Media firm for Digital Marketing, Engagement and Promotions (NJFP)",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_82a18cbb06f59be18c5d,proc_process_607249c1de13b06be705,proc_release_f95e337647d081f9f4ac,proc_779c785d3118543c,UNDP,UNDP-UGA-00581,National Firm to support preparation of Uganda Tourism Development Master Plan,United Nations Development Programme,UGANDA,2026-09-02,2026-09-17,,,National Firm to support preparation of Uganda Tourism Development Master Plan,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_1ebec1745b34d2ce03ea,proc_process_72696d42e37c980ed605,proc_release_bd3277b30e940b5aefb7,proc_48f0c11479b17003,UNDP,UNDP-GNB-00411,Cabinet international de conseil : « Resilient Futures » : protéger le littoral,United Nations Development Programme,GUINEA-BISSAU,2026-09-02,2026-09-20,,,Cabinet international de conseil : « Resilient Futures » : protéger le littoral,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_4217177f9d77b8c62be6,proc_process_c3ee5a3a3edd17695bba,proc_release_2778baa128c5e5bfab21,proc_84f721246a106a5b,UNDP,UNDP-HQ-02227,Second-Party Opinions in frames of LTA,United Nations Development Programme,UNITED STATES OF AMERICA,2026-09-02,2026-10-09,,,Second-Party Opinions in frames of LTA,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_f75f3f1931d2061621fc,proc_process_8868e8632b7f7df9aa12,proc_release_a825e36fbfff9639f870,proc_19547eaeecfdb07b,UNDP,"UNDP-SLV-00565,1",UNDP-SLV-00565- IC Capitulo Circunstancias Nacionales Cambio Climatico,United Nations Development Programme,EL SALVADOR,2026-09-02,2026-09-17,,,UNDP-SLV-00565- IC Capitulo Circunstancias Nacionales Cambio Climatico,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_1427f6c3d46cb35cdb3d,proc_process_3158e4dcfa4752762d20,proc_release_de1611190b73ba4373f0,proc_99507b53690addac,UNDP,UNDP-SLV-00567,UNDP-SLV-00567 - IC Diseño y Desarrollo Plataforma Tecnológica Sistema MRV/EPANB,United Nations Development Programme,EL SALVADOR,2026-09-02,2026-09-17,,,UNDP-SLV-00567 - IC Diseño y Desarrollo Plataforma Tecnológica Sistema MRV/EPANB,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_c728d132d94f13e68ca3,proc_process_dce2f09690f804b9fd76,proc_release_029d5203b5089a84eb22,proc_158cc57388925fca,UNDP,UNDP-ZMB-00599,National Consultancy Firm – Development of the Integrated Financing Strategy,United Nations Development Programme,ZAMBIA,2026-09-02,2026-09-18,,,National Consultancy Firm – Development of the Integrated Financing Strategy,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_058194a14b30a7ea0a41,proc_process_089ce08e44b9b6b93e30,proc_release_ef167e961abbf63ed968,proc_3a008e65d2799bd2,UNDP,"UNDP-SLV-00569,1",UNDP-SLV-00569 - IC Asistencia Técnica al Instituto Nacional de los Deportes,United Nations Development Programme,EL SALVADOR,2026-09-02,2026-09-16,,,UNDP-SLV-00569 - IC Asistencia Técnica al Instituto Nacional de los Deportes,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_27e3ea5800e67f4a06f0,proc_process_41e17a9319af03355b5c,proc_release_87b7e2d1b9188ff42587,proc_caa086eaa8321692,UNDP,UNDP-SLV-00570,UNDP-SLV-00570 - IC Elaboración del Atlas Municipal Desarrollo Humano,United Nations Development Programme,EL SALVADOR,2026-09-02,2026-09-16,,,UNDP-SLV-00570 - IC Elaboración del Atlas Municipal Desarrollo Humano,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_d3e3701b96252a7e973b,proc_process_b48aa26de5dc12c8d9eb,proc_release_81e64c8a84c4e9b1c731,proc_36bf6dcc91a88072,UNDP,UNDP-WSM-00236-3,"Individual Contractor – Laboratory Design, Drawings & BOQ Specialist (RE-TENDER)",United Nations Development Programme,SAMOA,2026-09-02,2026-09-15,,,"Individual Contractor – Laboratory Design, Drawings & BOQ Specialist (RE-TENDER)",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_2ae7973c0bb3d2e631f9,proc_process_5039a5c8bb80b2de07d9,proc_release_813bda6c579c785687a5,proc_582ace5db6cd287a,UNDP,UNDP-BOL-00633,190595/26 Consultoría Estudio nacional de inventario de tuberculosis,United Nations Development Programme,BOLIVIA,2026-09-02,2026-09-18,,,190595/26 Consultoría Estudio nacional de inventario de tuberculosis,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_8970a9aadde86908db3d,proc_process_c7aee1ec616edb8b2c3c,proc_release_0c186f1c2e9d233d8ad9,proc_fb0a0733736e0f09,UNDP,UNDP-HND-00690,UNDP-HND-00690 Consultoría para Elaboración de Línea Base del Proyecto PBF,United Nations Development Programme,HONDURAS,2026-09-02,2026-09-17,,,UNDP-HND-00690 Consultoría para Elaboración de Línea Base del Proyecto PBF,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_865e1e1354ae7833bd87,proc_process_c97b26f92d540c6739fd,proc_release_c413a793078650fe3867,proc_2c0151fe3c64a121,UNDP,UNDP-FJI-00818,Supply and installation of Solar Food Dryer Units - Tuvalu,United Nations Development Programme,TUVALU,2026-09-02,2026-09-16,,,Supply and installation of Solar Food Dryer Units - Tuvalu,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_8b7d4d17f64a1436ae0f,proc_process_26462928c9884fd6b637,proc_release_e785401ed230536c22ca,proc_e2d88266eaeb92b5,UNDP,UNDP-UZB-01964,Development of 2 information systems_LOT based,United Nations Development Programme,UZBEKISTAN,2026-09-02,2026-09-16,,,Development of 2 information systems_LOT based,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_6b0a604c33724551628c,proc_process_770a3b7069a7893a4390,proc_release_89d3ba87539fa05467ef,proc_9cee8f7424f492d1,UNDP,UNDP-PHL-01012,"SUPPLY, DELIVERY & COMMISSIONING OF A SOLAR- POWERED ICE BLOCK MAKING MACHINE",United Nations Development Programme,PHILIPPINES,2026-09-02,2026-09-17,,,"SUPPLY, DELIVERY & COMMISSIONING OF A SOLAR- POWERED ICE BLOCK MAKING MACHINE",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_9637e3249402dcc3ed79,proc_process_98621eb45ec7c575b1c9,proc_release_d75a3c6d1c9540a01bb8,proc_958e5f2ef71dee2f,UNDP,UNDP-MMR-00377,Supply and delivery of construction materials and provision of machinery rental,United Nations Development Programme,MYANMAR,2026-09-02,2026-09-16,,,Supply and delivery of construction materials and provision of machinery rental,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_806c4ffd3c43c7c47996,proc_process_b33ac7fdc1fc06b7c6c3,proc_release_540ca6455de43730aa33,proc_d043c6e08a730a17,UNDP,UNDP-MYS-00316,UNDP-RFP-004:Contracted Partner for Administration of UNDP Innovation Challenge,United Nations Development Programme,MALAYSIA,2026-09-02,2026-10-06,,,UNDP-RFP-004:Contracted Partner for Administration of UNDP Innovation Challenge,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_cf991478f6b651681767,proc_process_7bb9cd33133f520a52a7,proc_release_2962d39afa1753460baf,proc_2828e23ee0602ef6,UNDP,UNDP-BDI-00753,RECRUTEMENT D’UN CABINET INDEPENDANT POUR UN AUDIT TECHNIQUE,United Nations Development Programme,BURUNDI,2026-09-02,2026-09-15,,,RECRUTEMENT D’UN CABINET INDEPENDANT POUR UN AUDIT TECHNIQUE,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_9a2e3bb7be5eb68cf165,proc_process_29079ada11deea4fd318,proc_release_4f08eab53a10128c12cf,proc_9f4e3e2dbf5c4e11,UNDP,"UNDP-AFG-00870,1","RFQ for Solar Photovoltaic Water Pumping Systemsin Kunduz Province, Afghanistan",United Nations Development Programme,AFGHANISTAN,2026-09-02,2026-09-16,,,"RFQ for Solar Photovoltaic Water Pumping Systemsin Kunduz Province, Afghanistan",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_62608b083674c43e6fae,proc_process_d97d72e4a8e79d95d559,proc_release_a590f3f9d4eff4c28b96,proc_a676f354b9479e23,UNDP,UNDP-PHL-01017,SUPPLY AND DELIVERY OF 1 UNIT OF 6-WHEELER 4X4 DROPSIDE CARGO TRUCK,United Nations Development Programme,PHILIPPINES,2026-09-02,2026-09-17,,,SUPPLY AND DELIVERY OF 1 UNIT OF 6-WHEELER 4X4 DROPSIDE CARGO TRUCK,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_99f6ddd7256064839302,proc_process_a505054bb0a4b9fa64ef,proc_release_61142f9ee486703a03a3,proc_240a2b9996714a3e,UNDP,"UNDP-LKA-00728,1",RFQ/JURE/2609/51- Refurbishment of Mediation Centre at BASL,United Nations Development Programme,SRI LANKA,2026-09-02,2026-09-15,,,RFQ/JURE/2609/51- Refurbishment of Mediation Centre at BASL,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_a71b140cfa2a7f77acd8,proc_process_4b4bb1b5a83f407a2602,proc_release_a9e36316cae40b08ea2e,proc_47f1d4ee985d2640,UNDP,UNDP-LKA-00729,IC/BIOFIN/2609/43 - Int. Consultant – University Curriculum Development,United Nations Development Programme,SRI LANKA,2026-09-02,2026-09-16,,,IC/BIOFIN/2609/43 - Int. Consultant – University Curriculum Development,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_fee0be4bfbe7e9c67347,proc_process_4695a4cf9d82918735d0,proc_release_9b13b651dfde7bf833b7,proc_9378260e1160d57b,UNDP,UNDP-MNE-00878,Local Consultant – Applied AI and Digital Skills Trainer for Youth,United Nations Development Programme,MONTENEGRO,2026-09-02,2026-09-14,,,Local Consultant – Applied AI and Digital Skills Trainer for Youth,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_6f99c5a8af34b1adc1c0,proc_process_db01231df813f17fda46,proc_release_4cd1cd88fc2ad23ecb72,proc_f58ce1997f73103e,UNDP,UNDP-NGA-01477,Consultancy firm to provide Market Access and Commercialization Partner,United Nations Development Programme,NIGERIA,2026-09-02,2026-09-14,,,Consultancy firm to provide Market Access and Commercialization Partner,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_368efd9f813ef7ddd95b,proc_process_e8656ca9dd1ecf98ce59,proc_release_ebac62499388d7b88b6b,proc_330828e6ea8fd02b,UNDP,UNDP-UKR-01803,Procurement of 20 Portable satellite mobile internet connection kits,United Nations Development Programme,UKRAINE,2026-09-02,2026-09-17,,,Procurement of 20 Portable satellite mobile internet connection kits,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_40dfd9f96cb1719db0ef,proc_process_b59bdf2584202c017294,proc_release_b6ea1299b4c72c9cb086,proc_00975f4a806b3985,UNDP,UNDP-MNE-00877,Applied AI and Digital Skill Trainer - Local Governments and NGO representatives,United Nations Development Programme,MONTENEGRO,2026-09-02,2026-09-14,,,Applied AI and Digital Skill Trainer - Local Governments and NGO representatives,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_6acbf64a5ef59472535a,proc_process_2015830c12d6f5b0c42b,proc_release_2032f0be2060cbf00e1e,proc_512dcf60253cc506,UNDP,UNDP-KEN-00752,Assessment of Agricultural Value Chains for Cold Storage Deployment in Kenya,United Nations Development Programme,KENYA,2026-09-02,2026-09-21,,Cold Chain,cold storage,Vaccine Refrigerator / Cold Chain,,,,,0.0,cold storage,,,,85.0,MATCHED_PRODUCT_FAMILY,product family phrase: cold storage,Identify compliant principal/manufacturer and validate tender specifications.
proc_item_1950ff8e5cbf0c0376cc,proc_process_8b68bddc60a0f3fb555b,proc_release_2652cf640ce10e988c66,proc_a08187733c8929a1,UNDP,UNDP-UKR-01816,327_Underwater mapping of aquatic ter-s in Ukraine using remote photogramm,United Nations Development Programme,UKRAINE,2026-09-02,2026-09-17,,,327_Underwater mapping of aquatic ter-s in Ukraine using remote photogramm,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_123ad628770518845379,proc_process_8380145ef5112fab6834,proc_release_166db42d79bd68ce4cab,proc_30f94674a86a6639,UNDP,UNDP-YEM-00776,Pillars of Peace Project in Taiz and Marib - Phase 3,United Nations Development Programme,YEMEN,2026-09-02,2026-09-16,,,Pillars of Peace Project in Taiz and Marib - Phase 3,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_d926a37e05ddd4307415,proc_process_596ef75dff81ca3921be,proc_release_b07d9067fdfcf4836f9a,proc_3ba6a1970e526a26,UNDP,UNDP-PNG-00206,"RFQ for Supply and Installation of Operator Consoles,ICT Equipment & Furniture",United Nations Development Programme,PAPUA NEW GUINEA,2026-09-02,2026-09-17,,,"RFQ for Supply and Installation of Operator Consoles,ICT Equipment & Furniture",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_96ddbf894098cf00d977,proc_process_3ea1e84316b9408a06c9,proc_release_608a4ddcd28461541357,proc_7a9da158d5cfb999,UNDP,UNDP-PSU-02067,GP4382001 ZWE National Track and Trace System,United Nations Development Programme,ZIMBABWE,2026-09-02,2026-09-17,,,GP4382001 ZWE National Track and Trace System,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_ce163e1501592eda15c2,proc_process_dcb34a9cd9680aa30cea,proc_release_7d497fcfe178dcaacf16,proc_13596a7be73158a2,UNDP,UNDP-SOM-00699,Provision of Technology in vegetable production and commercial horticulture,United Nations Development Programme,SOMALIA,2026-09-02,2026-09-16,,,Provision of Technology in vegetable production and commercial horticulture,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_1924c240ef1086a7bb7b,proc_process_c30eade21f6ac15ba1b8,proc_release_83713fab23fa6d0a58ba,proc_2028c4b0293ee812,UNDP,UNDP-MUS-00235,Capacity Needs Assessment (CNA) to support updating and implementation of NBSAP,United Nations Development Programme,SEYCHELLES,2026-09-02,2026-09-14,,,Capacity Needs Assessment (CNA) to support updating and implementation of NBSAP,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_62032abbb15d12ea383b,proc_process_fd1312c5d7511c5b4dc8,proc_release_016382ae184e260f7e02,proc_26f06b7e54355f95,UNDP,UNDP-NER-00684,CONSULTANT (E) INTERNATIONAL (E) POUR EVALUATION FINALE (PCC) 2023-2027,United Nations Development Programme,NIGER,2026-09-02,2026-09-15,,,CONSULTANT (E) INTERNATIONAL (E) POUR EVALUATION FINALE (PCC) 2023-2027,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_d3f70edcb8f88141bd0c,proc_process_0c7fc6243abfc008f245,proc_release_cbe35e93b4661cdbf6d6,proc_abf5c83287735a99,UNDP,UNDP-NER-00688,CONSULTANT NATIONAL POUR UNE ETUDE SUR LA RECIDIVE ET L’INDICE DE RESINSERTION,United Nations Development Programme,NIGER,2026-09-02,2026-09-15,,,CONSULTANT NATIONAL POUR UNE ETUDE SUR LA RECIDIVE ET L’INDICE DE RESINSERTION,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_758caff06b0c3241cd62,proc_process_522b40d2570c57917095,proc_release_1a92d9c60e6ad8a234bb,proc_93f499ab5e7064e6,UNDP,UNCDF-00695,Event Management Services for Two Project Closeout Conferences in Tanzania,United Nations Development Programme,TANZANIA,2026-09-01,2026-09-21,,,Event Management Services for Two Project Closeout Conferences in Tanzania,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_dc99ceb8e5e3ae9482af,proc_process_b2773f7d10643688ea9d,proc_release_0d8d33fafc4ccc200b38,proc_aa21bd69cd98fa34,UNDP,UNDP-GIN-00568,Mise en place d'un LTA des consultants nationaux infirmiers en Guinée,United Nations Development Programme,GUINEA,2026-09-01,2026-09-15,,,Mise en place d'un LTA des consultants nationaux infirmiers en Guinée,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_4474fd07a934229a7552,proc_process_639ea71b5c6e1769e611,proc_release_f79d06a8792b35b6b32a,proc_ebe32e6d400d0a4f,UNDP,UNDP-LBN-01622,LBN-CO-RFP-185-26 Capacity Building Services,United Nations Development Programme,LEBANON,2026-09-01,2026-09-22,,,LBN-CO-RFP-185-26 Capacity Building Services,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_f3fcffd2461dc5b7d17a,proc_process_cc85a6aaddcb81dfc276,proc_release_7c06930bfabe8f15a9ad,proc_ec4f49e540daf513,UNDP,UNDP-KHM-00238,Firm to Facilitate an Organic Waste Separation Pilot and Outreach,United Nations Development Programme,CAMBODIA,2026-09-01,2026-09-15,,,Firm to Facilitate an Organic Waste Separation Pilot and Outreach,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_23c0175f0851f68b0739,proc_process_52e1fddf2791b7cf1438,proc_release_60d1a419d839b936d925,proc_2ffe62c75c1ddfea,UNDP,UNDP-KHM-00239,Consultant to Assess the Potential for Organic Waste Processing,United Nations Development Programme,CAMBODIA,2026-09-01,2026-09-15,,,Consultant to Assess the Potential for Organic Waste Processing,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_63cc9e7120ca21dc9e2b,proc_process_89a54e13d39939d7a675,proc_release_d0759871f2299de21a26,proc_8ce4b347b734f9d3,UNDP,UNDP-PHL-01014,"Supply & Delivery of Soil, Screen, and Construction Materials for BSF Del Carmen",United Nations Development Programme,PHILIPPINES,2026-09-01,2026-09-30,,,"Supply & Delivery of Soil, Screen, and Construction Materials for BSF Del Carmen",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_ec2c939406402f5bf095,proc_process_112861bfab0e47a19403,proc_release_7381c58448392734219b,proc_af20d4208ae126a1,UNDP,UNDP-TKM-00300,National Consultant - NBSAP-GBF Alignment & Monitoring Framework,United Nations Development Programme,TURKMENISTAN,2026-09-01,2026-09-15,,,National Consultant - NBSAP-GBF Alignment & Monitoring Framework,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_5445ee532af361938aea,proc_process_42d083ac5f89294680c4,proc_release_306a5dcb90199c9789a9,proc_c67bf6e8c002dda4,UNDP,UNDP-BIH-01640,JP DRR-Update of DRAS system and upgrade of DRAS functionalities,United Nations Development Programme,BOSNIA AND HERZEGOVINA,2026-09-01,2026-09-15,,,JP DRR-Update of DRAS system and upgrade of DRAS functionalities,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_e3361ca0d4349cd963b7,proc_process_359c7b44c4148886b02d,proc_release_e9c529f20e24f60eac4d,proc_f978d663c422552a,UNDP,UNDP-BOL-00631,189817/26 Diseño marco normativo,United Nations Development Programme,BOLIVIA,2026-09-01,2026-09-15,,,189817/26 Diseño marco normativo,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_28197a2599adf4dd98ca,proc_process_3d95a6fc80f4739b89f5,proc_release_99c67667a5cd1733f720,proc_7bdfa745edef45ff,UNDP,UNDP-UKR-01814,324_IC_Development of a Roadmap for a National MPI in Ukraine,United Nations Development Programme,UKRAINE,2026-09-01,2026-09-16,,,324_IC_Development of a Roadmap for a National MPI in Ukraine,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_b88201f4d2c6ed90121a,proc_process_931c7a82af6f5ab2e60d,proc_release_7431d02aac60b3a1f61d,proc_211a73653e6a03b3,UNDP,UNDP-UKR-01815,326_IT equipment for National University of Civil Protection of Ukraine,United Nations Development Programme,UKRAINE,2026-09-01,2026-09-16,,,326_IT equipment for National University of Civil Protection of Ukraine,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_9479c1dc00f7197dac66,proc_process_e4c82bdd26286cb5d9cf,proc_release_844c63929fbfad20295e,proc_e9bb1282d4d540a0,UNDP,UNDP-CIV-00496,Cabinet international pour la sélection et la priorisation de 20 campements,United Nations Development Programme,COTE d'IVOIRE,2026-09-01,2026-09-16,,,Cabinet international pour la sélection et la priorisation de 20 campements,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_330fd56d81be583b2585,proc_process_b8dd5abd818b773f0d0a,proc_release_e73bfee36611d6c3f638,proc_faa14f45be2c5ff4,UNDP,UNDP-COL-03412,INC - Consultoría para el diseño de cualificaciones (6 Consultores/as),United Nations Development Programme,COLOMBIA,2026-09-01,2026-09-16,,,INC - Consultoría para el diseño de cualificaciones (6 Consultores/as),,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_def6245b512d6746164b,proc_process_4a49164f8c4719a853c0,proc_release_72a45aa52f32247b9200,proc_d3d6fee9742d2a4f,UNDP,UNDP-CRI-00216,"Análisis de mercado, organizativo y legal de una propuesta de generación de ener",United Nations Development Programme,COSTA RICA,2026-09-01,2026-09-15,,,"Análisis de mercado, organizativo y legal de una propuesta de generación de ener",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_c5007013fe24a68927ef,proc_process_cede27b3c2fe180a179a,proc_release_f5eee41cbff5b8ee4db2,proc_9101c60ca2d938a1,UNDP,UNDP-ETH-00789,"IC-National Consultant to Support the Establishment, Staffing &Capacity Develop.",United Nations Development Programme,ETHIOPIA,2026-09-01,2026-09-15,,,"IC-National Consultant to Support the Establishment, Staffing &Capacity Develop.",,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_bb620cb9c97960ff7b2d,proc_process_723a09ec6440376309ed,proc_release_72d4b101e33c85fb9a27,proc_d15fb34f1743a139,UNDP,UNDP-JOR-00715,Supply and Plant Cactus Seedlings in Jubilee Forest in Al-Qatraneh,United Nations Development Programme,JORDAN,2026-09-01,2026-09-15,,,Supply and Plant Cactus Seedlings in Jubilee Forest in Al-Qatraneh,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_5c241f77055f42611178,proc_process_88498124d1b4669b886f,proc_release_51e6bc5c3f86d3ed5395,proc_2046b8a7101f2b68,UNDP,UNDP-PHL-01018,IC to Support the Development of Bankable MSMEs and Community-based Enterprises,United Nations Development Programme,PHILIPPINES,2026-09-01,2026-09-15,,,IC to Support the Development of Bankable MSMEs and Community-based Enterprises,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_01f6457d60d86b046886,proc_process_dbcb385dd5f5705883d9,proc_release_b0a5359c07c791b6b5ed,proc_1ced67290a522d03,UNDP,UNDP-TUR-00757,IC as HFC Policy Expert for Kigali Implementation Plan for the Republic of Turki,United Nations Development Programme,TURKEY,2026-09-01,2026-09-15,,,IC as HFC Policy Expert for Kigali Implementation Plan for the Republic of Turki,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_6929bb9159de63fdcf27,proc_process_1f0350d4f3ac28ab2b22,proc_release_7185d885a2b8a0d46b61,proc_9df78975d417e9fc,UNDP,UNDP-UKR-01812,292_Procurement of 20 Quadcopter drones,United Nations Development Programme,UKRAINE,2026-09-01,2026-09-16,,,292_Procurement of 20 Quadcopter drones,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_35e292174ca46b9aaf29,proc_process_936642f04df4fcdaf3d2,proc_release_027468bf138701b5e994,proc_aef6623ea1a8d512,UNDP,UNDP-NER-00686,CONSULTANT (E) INTERNATIONAL (E) SENIOR EN DEVELOPPEMENT DE PORTFOLIOS,United Nations Development Programme,NIGER,2026-09-01,2026-09-15,,,CONSULTANT (E) INTERNATIONAL (E) SENIOR EN DEVELOPPEMENT DE PORTFOLIOS,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
proc_item_cbfd480d09208d25f75a,proc_process_928a88b178ea4f8d236a,proc_release_df0bc2478df7b156885c,proc_ea68eb9aae3f4bbf,UNDP,"UNDP-JOR-00716,1",Responsible party for Collaboration with Local Development to Increase the Resil,United Nations Development Programme,JORDAN,2026-09-01,2026-09-17,,,Responsible party for Collaboration with Local Development to Increase the Resil,,,,,,0.0,,,,,0.0,UNMATCHED,,Retain as unclassified procurement demand; improve notice specification evidence.
